id,Chief of Technology,Systems Manager,Network Manager,Database Administrator,Software Developer,Tester,Quality Assurance Analyst,Web Developer,Penetration Tester,Data Scientist,Chief Executive,Client Support Manager,Operations Manager,Sales Manager,Financial Manager,Human Resources Manager,Project Manager,Product Manager,Marketing Specialist,Designer,Recruiter,English,Spannish,French,German,Russian,Portuguese,HTML,CSS,Bootstrap,Tailwind.css,Javascript,Python,C,C++,Java,React,Vue,PHP,Flutter,SQL,NoSQL,PostgreSQL,MySQL,R,Dart,Linux,Flask,Django,Laravel,Node.js,Git,Docker,Kubernetes,Android,IOS,AWS,Azure,Office Suit,Agile,Google Analytic,Blender,Photoshop,Video Editing,Graphic Design,Filming,Professional Writing,Communication,Negotiation,Speaking,Management,Team working,Critical Thinking,Coordination
handpreservation,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99,100,35,53,97,25,96,47,35,78,70,35,45,45,33,59,69,73,74,99,1,61,52,66,38,93,8,53,74,96,25,98,97,23,26,36,5,59,8,17,81,50,25,55,26,95,51,50,71,28,42,45,44
xidimensional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,78,23,0,89,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,97,35,34,97,68,8,79,15,11,66,8,92,98,82,85
possibilitiesdigest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,61,12,86,92,51,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,32,95,22,91,17,60,61,18,74,47,46,28,47,15
lookdeep,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,29,17,28,53,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,17,86,2,85,90,77,22,93,39,78,22,45,10,43,81
hongstarring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,3,57,92,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,92,26,46,0,26,22,56,41,87,63,80,92,8,50,91
coursesideal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,82,43,100,56,55,89,74,3,85,37,42,27,79,90,46,89,41,43,27,60,89,40,3,56,100,72,36,77,64,45,28,70,28,77,79,40,22,23,75,86,97,21,60,45,77,90,44,27,98,40,28,61
stanfordsyndication,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,72,61,2,91,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,15,64,42,0,26,6,41,37,27,77,98,75,47,0,90
begundesert,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,22,81,100,42,75,22,40,4,94,20,48,93,28,97,56,34,20,9,58,10,32,15,72,10,73,94,95,83,72,97,57,64,59,0,59,52,56,17,34,56,63,44,98,3,38,76,59,79,84,71,92,67
universalel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,75,66,87,49,15,19,35,60,52,4,55,48,25,86,89,63,63,55,88,49,65,99,61,13,70,95,21,98,74,41,25,1,44,20,83,57,73,75,59,45,98,74,18,61,90,50,41,11,89,62,29
absorptionfares,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,11,94,73,23,51,59,68,29,10,64,38,67,60,24,78,91,81,36,85,22,33,86,10,26,31,52,76,66,73,33,53,64,74,8,36,97,51,88,75,27,53,11,98,95,80,0,51,52,58,92,99
departmentscorps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,14,44,32,87,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,61,10,75,38,31,57,83,84,51,41,99,80,30,29,24
caremoney,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,89,41,74,84,50,5,52,52,2,50,43,29,64,79,88,44,32,49,5,100,73,57,21,28,65,61,74,82,73,61,67,40,77,12,26,21,80,91,41,17,100,52,48,1,46,87,59,63,99,43,5,65
importantlysuit,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,45,49,98,59,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,94,97,22,79,77,22,71,31,6,80,66,75,30,83,22
chronicscheme,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,26,65,47,14,85,81,51,10,84,47,90,96,68,11,43,1,0,6,14,60,66,61,32,90,65,10,59,48,26,93,65,3,59,52,10,97,11,54,20,53,0,9,78,34,15,41,13,1,0,77,19
rodcaribbean,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79,95,71,35,93,38,12,35,60,18,8,92,94,63,88,94,13,20,68,47,96,36,48,61,14,10,100,87,91,74,46,4,67,80,59,93,85,22,89,20,99,20,73,32,64,29,100,61,92,37,27,27,36
volleyballtested,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,83,77,4,25,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,77,79,69,70,50,60,4,18,15,0,83,78,97,67
solutionlack,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,10,19,66,60,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,83,53,56,24,31,34,75,66,21,72,12,49,49,43,33
alteredepisode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,74,43,0,62,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,44,5,28,98,81,18,34,14,11,18,30,34,95,99,90
potentialevidence,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,50,100,28,88,28,46,42,19,72,85,75,15,76,93,66,17,70,20,57,3,42,68,34,82,51,63,0,11,2,81,68,5,67,60,31,27,69,55,68,15,37,32,92,92,34,13,45,75,52,79,27,47
changedrally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,30,72,82,85,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,99,21,42,40,6,22,66,51,73,32,85,65,62,66,31
fetishassure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,62,99,62,30,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,51,51,30,46,54,30,36,68,40,12,93,7,45,78
testamentpolyester,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,98,15,17,94,34,78,23,40,4,3,86,19,7,93,12,12,4,19,11,43,61,6,64,68,28,99,26,37,84,32,65,12,46,31,41,65,77,86,22,19,3,50,31,15,42,32,20,67,91,4,76,84
subsectionships,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,7,15,72,79,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,87,58,92,8,17,15,65,10,83,54,13,17,13,9,78
dipleon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,78,43,86,84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,10,78,16,9,95,75,47,91,84,41,21,72,87,10,65
lindsaylegs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,88,87,77,98,51,62,69,15,94,58,61,95,98,62,98,100,52,31,74,42,98,79,43,62,98,91,20,53,65,7,8,34,89,82,49,85,2,99,82,17,49,77,71,76,13,47,100,87,19,88,95,68
picturebuy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,84,2,30,92,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,79,33,21,34,24,13,54,51,25,37,45,60,32,41,68
tournamentslarry,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,21,14,0,80,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,95,19,12,8,35,11,92,80,60,21,36,53,55,15,28
riversidebracelets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,26,48,84,78,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,76,10,74,76,0,21,35,5,2,35,46,93,15,45
nakedbunny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,14,65,94,83,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,91,21,100,53,5,77,58,52,63,94,25,9,67,92,59
dashcol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,65,70,73,54,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,52,4,5,6,32,31,84,96,90,11,16,21,72,60,45
pastarestriction,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74,29,18,58,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,91,24,67,86,28,34,23,92,20,29,37,72,22,91,48
contactreceived,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,13,14,1,68,84,62,73,42,16,59,76,51,58,90,46,42,76,47,69,96,23,30,30,23,98,43,23,63,93,0,59,36,52,97,62,54,39,17,84,0,40,58,19,55,41,91,0,22,35,43,72,29
affordofficer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,98,77,100,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,82,47,52,100,46,15,82,32,45,59,45,71,34,88,86
salariesgore,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,49,77,61,58,89,94,73,45,52,98,55,84,82,8,12,60,79,54,85,58,33,71,59,88,40,51,66,60,7,87,49,24,56,17,1,89,47,20,95,49,64,94,72,64,81,87,80,22,72,26,54
jointrio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,83,64,16,97,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,41,14,21,27,4,42,75,51,29,100,12,47,20,90,41
completionrequested,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,48,79,51,58,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,5,3,93,1,34,35,53,53,33,33,47,4,62,76,48
adversefebruary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,15,72,51,22,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,16,33,31,72,42,6,82,100,4,92,85,100,18,51,63
detailjanuary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,65,29,34,61,62,55,57,23,100,5,75,35,26,34,25,65,11,71,9,69,48,59,70,99,68,32,20,55,35,86,16,32,45,47,60,19,42,44,94,15,53,70,37,4,48,100,32,0,64,20,45,72
oclctechniques,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34,11,86,70,90,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,61,93,61,95,21,50,65,79,45,38,21,3,19,22,91
kelkoomeasures,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,84,20,26,4,36,39,88,73,85,73,44,3,26,41,28,100,40,39,85,1,91,65,50,31,53,14,51,93,66,73,21,38,42,32,39,65,12,21,8,13,75,81,17,44,34,93,32,50,6,14,33,70
participanttorture,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,99,26,73,21,16,7,35,54,48,54,85,74,55,63,98,95,2,70,49,95,54,47,40,31,95,85,26,71,77,9,80,68,77,86,65,30,13,96,97,32,48,30,7,98,46,96,91,99,63,52,16,17
cdnahired,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,74,69,39,100,69,46,86,50,74,49,24,94,72,47,49,69,19,75,72,22,22,11,97,58,36,2,28,66,7,69,20,72,37,2,83,54,10,42,10,35,94,13,40,10,3,81,83,18,12,95,83,54
erext,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,4,79,59,96,35,16,81,85,11,59,9,56,67,9,67,5,0,76,75,36,68,32,54,72,11,21,36,96,24,31,22,35,93,70,3,74,49,0,63,7,23,8,71,99,82,46,41,84,61,100,4
offcommentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76,92,95,95,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,65,65,38,12,38,99,83,81,86,9,20,66,54,0,76
mambolecture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,28,30,76,73,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,51,18,44,100,17,71,89,47,1,76,61,95,9,10,54
indicatortrend,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,99,51,44,10,51,67,73,90,15,18,38,37,93,14,38,27,32,30,62,74,1,51,84,45,31,92,21,0,12,83,51,29,7,60,48,38,82,42,61,22,13,89,85,16,83,77,81,56,6,15,65,19
roofmargaret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,78,96,20,50,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,52,92,49,16,57,58,25,80,0,48,70,72,83,64
recorderorder,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,57,78,10,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,92,60,94,90,55,67,38,28,86,7,57,34,64,30
chargesclick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,50,13,27,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,13,43,36,12,54,30,64,16,99,65,28,18,62,19
datechemistry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,39,22,98,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,33,85,72,95,9,57,45,69,12,82,87,0,54,67
coverelegant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,94,27,69,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,93,54,46,61,33,92,63,11,75,91,85,96,49,65,10
eliteevident,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,37,86,100,25,8,59,7,27,75,79,55,4,12,58,30,47,100,55,97,46,19,2,43,90,13,40,4,18,6,2,93,71,38,86,91,92,77,77,19,17,14,92,88,59,53,47,94,85,60,17,100,42
phantomassociate,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47,80,0,38,22,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,63,17,55,1,75,38,11,3,19,90,79,80,67,40,84
returnedwb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98,43,10,81,98,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,38,76,41,23,10,29,56,72,77,86,26,66,79,81,14
challengesclass,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,96,7,92,33,55,35,98,75,95,8,5,37,31,67,45,2,54,72,38,53,48,3,10,6,89,79,66,42,55,73,40,82,35,92,29,96,17,63,20,88,54,41,38,48,19,39,59,13,94,42,34
funkarmstrong,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,59,5,32,7,86,72,73,35,80,99,78,42,13,42,53,0,63,70,48,11,27,8,44,34,82,98,85,75,97,85,23,52,42,66,83,26,59,13,70,17,76,25,72,68,69,74,62,0,27,83,48,80
dildocontributing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,93,19,69,58,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,51,10,21,9,46,7,43,44,32,16,27,25,35,80
pulsepirates,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,62,47,28,64,13,14,25,28,32,79,98,12,48,80,86,8,61,11,42,9,28,46,51,78,42,23,57,100,70,51,21,16,42,44,83,65,71,7,90,98,37,71,78,8,0,7,2,28,1,37,58,18
bucksmessenger,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,92,20,34,95,100,11,64,37,58,37,18,83,13,10,78,82,72,73,10,8,47,21,24,14,24,83,56,69,17,71,43,100,27,6,64,48,62,59,35,68,70,83,77,67,1,97,5,80,25,100,64,90
profitspelling,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,76,87,34,43,21,72,66,28,37,11,83,57,0,70,25,57,9,81,100,58,20,45,47,56,36,100,14,78,69,60,70,0,72,76,54,70,65,75,5,82,30,62,44,36,63,20,56,29,26,56,29
dakotafavorite,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,12,27,68,19,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,53,52,12,30,32,91,5,28,88,86,89,0,1,49,1
demonstrateoutsourcing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,37,99,57,84,65,20,19,42,66,7,95,85,34,37,3,8,35,2,52,80,48,51,58,73,55,29,9,70,54,61,50,34,88,37,68,12,1,36,36,44,88,2,15,12,42,65,36,97,92,20,85,91
seafoodmarch,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95,18,40,68,47,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,92,58,2,86,13,35,69,40,37,65,5,52,93,3,43
pokeral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,18,43,9,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,8,2,34,46,90,70,86,78,42,92,92,54,67,19,98
personalliteracy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,48,39,72,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,93,40,9,42,40,26,75,6,59,7,91,22,49,60
guysyourself,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,97,11,71,90,57,7,8,49,67,32,34,86,92,25,13,10,1,78,41,37,26,26,63,24,5,51,5,26,40,87,65,45,93,12,71,12,86,22,46,80,95,59,16,78,59,78,94,20,46,80,99,33
suppliesalot,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90,0,21,89,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,34,59,85,7,31,86,1,11,47,51,9,26,85,64,66
horsesmapping,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,98,20,21,74,8,40,9,44,69,6,63,26,50,82,60,79,52,59,19,25,93,24,62,49,86,90,3,7,79,65,17,8,68,5,29,59,28,100,22,50,95,92,20,19,74,90,79,8,50,2,70,21
ericmeters,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,0,72,50,53,66,87,22,0,98,87,100,66,21,94,90,79,61,1,25,5,43,1,66,11,69,24,2,40,33,2,64,90,39,29,79,98,96,40,13,0,45,84,19,4,95,15,22,98,6,4,93
lauderdalerap,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,95,75,69,64,38,98,41,18,33,66,16,81,94,79,34,66,68,6,19,73,98,22,0,26,19,16,10,45,34,78,91,67,12,61,88,59,2,24,53,24,87,11,100,56,26,4,69,52,67,63,20,39
colleaguetr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,72,67,51,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,16,65,74,60,2,100,70,11,25,64,7,25,1,59,73
offshorefaster,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,62,31,20,2,27,15,6,34,71,38,25,16,94,92,27,9,77,49,29,66,31,0,93,7,54,82,82,89,19,99,57,45,40,89,80,7,49,55,41,43,94,25,74,49,7,35,17,5,3,37,75,100
sparemarketplace,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,53,93,89,11,91,96,11,72,27,72,85,73,57,59,54,48,80,48,75,69,17,23,37,72,83,2,73,18,81,75,47,88,51,56,18,68,98,80,46,41,71,42,53,6,66,63,7,20,61,1,44,75
joinclips,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,92,15,95,45,47,28,0,63,11,16,20,20,10,96,93,25,17,94,8,70,95,0,60,65,18,85,64,7,6,36,49,68,8,5,91,57,95,4,16,89,38,79,8,88,36,98,100,94,91,80,97
dirthepatitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,80,19,5,50,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,73,32,63,89,48,86,60,10,8,88,80,62,58,100,55
tekenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,59,80,11,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,83,62,49,24,26,99,83,92,61,28,73,37,1,67,81
thoughtghost,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69,34,26,70,79,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,9,79,88,59,98,37,75,78,93,89,34,78,48,10
monthsix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,90,93,6,36,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,74,77,21,56,56,86,21,25,74,54,53,100,92,42,43
spraydc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,49,8,14,14,61,93,78,63,63,37,36,62,54,33,39,57,5,83,30,86,72,61,17,93,8,62,31,33,16,45,1,65,39,67,65,3,47,67,14,77,56,38,37,65,15,16,48,23,7,95,13,11
urexperimental,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,18,44,92,91,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,50,27,41,56,30,69,51,76,13,47,33,56,55,67,2
stanleyexpansys,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,59,7,97,78,81,78,77,71,65,63,54,65,15,38,52,4,16,96,34,15,88,92,40,33,82,45,7,94,45,80,40,38,58,0,52,14,35,26,35,59,64,72,26,62,66,59,18,8,13,96,25
turtleapache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,22,85,86,63,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,58,38,32,52,91,83,74,51,10,69,76,33,61,57,27
experiencedcarnival,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,74,44,21,89,49,71,70,15,27,50,36,56,32,2,87,3,88,28,26,34,84,85,46,39,36,13,86,68,95,86,82,91,81,76,71,3,71,45,93,8,20,34,3,6,25,20,8,11,21,22,92,44
cumshotsguitars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,11,49,81,47,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,27,60,36,86,4,63,51,15,69,5,92,64,59,6
saturnuzbekistan,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,36,74,48,85,13,89,1,27,68,70,4,32,72,58,43,31,27,24,88,37,8,34,7,9,62,36,62,82,37,19,21,28,63,22,3,33,85,90,71,53,70,77,94,75,34,90,93,71,26,88,25
powdermary,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,84,20,30,97,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,54,92,65,95,64,99,25,91,5,21,44,28,94,83,43
mallcharacteristics,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,44,89,89,41,36,10,97,14,24,21,99,93,45,55,51,35,31,40,61,88,7,97,30,88,17,88,94,54,94,5,21,2,48,2,65,91,79,74,48,29,94,99,82,6,53,34,88,33,58,50,16,64
